Date;ID_DEPT;MONTANT
2022-01-07;4;0
2022-01-07;5;0
2022-01-07;6;0
2022-01-07;7;0
2022-01-07;8;0
2022-01-07;9;0
2022-01-07;10;0
2022-01-07;11;0
2022-01-07;12;0
2022-01-07;13;0
2022-01-07;14;0
2022-01-07;15;0
2022-01-07;16;0
2022-01-07;17;0
2022-01-07;18;0
2022-01-07;19;0
2022-01-07;20;0
2022-01-07;21;0
2022-01-07;22;0
2022-01-07;23;0
2022-01-07;24;0
2022-01-08;1;0
2022-01-08;2;0
2022-01-08;3;0
2022-01-08;4;0
2022-01-08;5;0
2022-01-08;6;0
2022-01-08;7;0
2022-01-08;8;0
2022-01-08;9;0
2022-01-08;10;0
2022-01-08;11;0
2022-01-08;12;0
2022-01-08;13;0
2022-01-08;14;0
2022-01-08;15;0
2022-01-08;16;0
2022-01-08;17;0
2022-01-08;18;0
2022-01-08;19;0
2022-01-08;20;0
2022-01-08;21;0
2022-01-08;22;0
2022-01-08;23;0
2022-01-08;24;0
2022-01-09;1;0
2022-01-09;2;0
2022-01-09;3;0
2022-01-09;4;0
2022-01-09;5;0
2022-01-09;6;0
2022-01-09;7;0
2022-01-09;8;0
2022-01-09;9;0
2022-01-09;10;0
2022-01-09;11;0
2022-01-09;12;0
2022-01-09;13;0
2022-01-09;14;0
2022-01-09;15;0
2022-01-09;16;0
2022-01-09;17;0
2022-01-09;18;0
2022-01-09;19;0
2022-01-09;20;0
2022-01-09;21;0
2022-01-09;22;0
2022-01-09;23;0
2022-01-09;24;0
2022-01-10;1;0
2022-01-10;2;0
2022-01-10;3;0
2022-01-10;4;0
2022-01-10;5;0
2022-01-10;6;0
2022-01-10;7;0
2022-01-10;8;0
2022-01-10;9;0
2022-01-10;10;0
2022-01-10;11;0
2022-01-10;12;0
2022-01-10;13;0
2022-01-10;14;0
2022-01-10;15;0
2022-01-10;16;0
2022-01-10;17;0
2022-01-10;18;0
2022-01-10;19;0
2022-01-10;20;0
2022-01-10;21;0
2022-01-10;22;0
2022-01-10;23;0
2022-01-10;24;0
2022-01-11;1;0
2022-01-11;2;0
2022-01-11;3;0
2022-01-11;4;0
2022-01-11;5;0
2022-01-11;6;0
2022-01-11;7;0
2022-01-11;8;0
2022-01-11;9;0
2022-01-11;10;0
2022-01-11;11;0
2022-01-11;12;0
2022-01-11;13;0
2022-01-11;14;0
2022-01-11;15;0
2022-01-11;16;0
2022-01-11;17;0
2022-01-11;18;0
2022-01-11;19;0
2022-01-11;20;0
2022-01-11;21;0
2022-01-11;22;0
2022-01-11;23;0
2022-01-11;24;0
2022-01-12;1;0
2022-01-12;2;0
2022-01-12;3;0
2022-01-12;4;0
2022-01-12;5;0
2022-01-12;6;0
2022-01-12;7;0
2022-01-12;8;0
2022-01-12;9;0
2022-01-12;10;0
2022-01-12;11;0
2022-01-12;12;0
2022-01-12;13;0
2022-01-12;14;0
2022-01-12;15;0
2022-01-12;16;0
2022-01-12;17;0
2022-01-12;18;0
2022-01-12;19;0
2022-01-12;20;0
2022-01-12;21;0
2022-01-12;22;0
2022-01-12;23;0
2022-01-12;24;0
2022-01-13;1;0
2022-01-13;2;0
2022-01-13;3;0
2022-01-13;4;0
2022-01-13;5;0
2022-01-13;6;0
2022-01-13;7;0
2022-01-13;8;0
2022-01-13;9;0
2022-01-13;10;0
2022-01-13;11;0
2022-01-13;12;0
2022-01-13;13;0
2022-01-13;14;0
2022-01-13;15;0
2022-01-13;16;0
2022-01-13;17;0
2022-01-13;18;0
2022-01-13;19;0
2022-01-13;20;0
2022-01-13;21;0
2022-01-13;22;0
2022-01-13;23;0
2022-01-13;24;0
2022-01-14;1;0
2022-01-14;2;0
2022-01-14;3;0
2022-01-14;4;0
2022-01-14;5;0
2022-01-14;6;0
2022-01-14;7;0
2022-01-14;8;0
2022-01-14;9;0
2022-01-14;10;0
2022-01-14;11;0
2022-01-14;12;0
2022-01-14;13;0
2022-01-14;14;0
2022-01-14;15;0
2022-01-14;16;0
2022-01-14;17;0
2022-01-14;18;0
2022-01-14;19;0
2022-01-14;20;0
2022-01-14;21;0
2022-01-14;22;0
2022-01-14;23;0
2022-01-14;24;0
2022-01-15;1;0
2022-01-15;2;0
2022-01-15;3;0
2022-01-15;4;0
2022-01-15;5;0
2022-01-15;6;0
2022-01-15;7;0
2022-01-15;8;0
2022-01-15;9;0
2022-01-15;10;0
2022-01-15;11;0
2022-01-15;12;0
2022-01-15;13;0
2022-01-15;14;0
2022-01-15;15;0
2022-01-15;16;0
2022-01-15;17;0
2022-01-15;18;0
2022-01-15;19;0
2022-01-15;20;0
2022-01-15;21;0
2022-01-15;22;0
2022-01-15;23;0
2022-01-15;24;0
2022-01-16;1;0
2022-01-16;2;0
2022-01-16;3;0
2022-01-16;4;0
2022-01-16;5;0
2022-01-16;6;0
2022-01-16;7;0
2022-01-16;8;0
2022-01-16;9;0
2022-01-16;10;0
2022-01-16;11;0
2022-01-16;12;0
2022-01-16;13;0
2022-01-16;14;0
2022-01-16;15;0
2022-01-16;16;0
2022-01-16;17;0
2022-01-16;18;0
2022-01-16;19;0
2022-01-16;20;0
2022-01-16;21;0
2022-01-16;22;0
2022-01-16;23;0
2022-01-16;24;0
2022-01-17;1;0
2022-01-17;2;0
2022-01-17;3;0
2022-01-17;4;0
2022-01-17;5;0
2022-01-17;6;0
2022-01-17;7;0
2022-01-17;8;0
2022-01-17;9;0
2022-01-17;10;0
2022-01-17;11;0
2022-01-17;12;0
2022-01-17;13;0
2022-01-17;14;0
2022-01-17;15;0
2022-01-17;16;0
2022-01-17;17;0
2022-01-17;18;0
2022-01-17;19;0
2022-01-17;20;0
2022-01-17;21;0
2022-01-17;22;0
2022-01-17;23;0
2022-01-17;24;0
2022-01-18;1;
2022-01-18;2;
2022-01-18;3;208
2022-01-18;4;195
2022-01-18;5;85,55
2022-01-18;6;
2022-01-18;7;
2022-01-18;8;67
2022-01-18;9;435,99
2022-01-18;10;63
2022-01-18;11;7
2022-01-18;12;
2022-01-18;13;226,23
2022-01-18;14;
2022-01-18;15;163,6
2022-01-18;16;191
2022-01-18;17;833,1
2022-01-18;18;
2022-01-18;19;45,55
2022-01-18;20;240,2
2022-01-18;21;97,5
2022-01-18;22;
2022-01-18;23;
2022-01-18;24;81,5
2022-01-19;1;
2022-01-19;2;48
2022-01-19;3;29
2022-01-19;4;24
2022-01-19;5;170
2022-01-19;6;
2022-01-19;7;
2022-01-19;8;14
2022-01-19;9;
2022-01-19;10;
2022-01-19;11;
2022-01-19;12;
2022-01-19;13;22,56
2022-01-19;14;
2022-01-19;15;
2022-01-19;16;38,7
2022-01-19;17;
2022-01-19;18;
2022-01-19;19;2,5
2022-01-19;20;42,5
2022-01-19;21;
2022-01-19;22;
2022-01-19;23;
2022-01-19;24;59,1
2022-01-20;1;
2022-01-20;2;
2022-01-20;3;40
2022-01-20;4;
2022-01-20;5;14,1
2022-01-20;6;
2022-01-20;7;45
2022-01-20;8;
2022-01-20;9;154
2022-01-20;10;
2022-01-20;11;17,75
2022-01-20;12;
2022-01-20;13;22,56
2022-01-20;14;
2022-01-20;15;
2022-01-20;16;9
2022-01-20;17;241
2022-01-20;18;
2022-01-20;19;15,45
2022-01-20;20;42
2022-01-20;21;7,65
2022-01-20;22;
2022-01-20;23;
2022-01-20;24;
2022-01-21;1;
2022-01-21;2;126
2022-01-21;3;24
2022-01-21;4;
2022-01-21;5;9,75
2022-01-21;6;
2022-01-21;7;
2022-01-21;8;15
2022-01-21;9;21
2022-01-21;10;17
2022-01-21;11;15
2022-01-21;12;
2022-01-21;13;
2022-01-21;14;
2022-01-21;15;
2022-01-21;16;36,3
2022-01-21;17;15
2022-01-21;18;
2022-01-21;19;45
2022-01-21;20;26
2022-01-21;21;67
2022-01-21;22;
2022-01-21;23;
2022-01-21;24;
2022-01-22;1;
2022-01-22;2;
2022-01-22;3;5
2022-01-22;4;
2022-01-22;5;
2022-01-22;6;
2022-01-22;7;
2022-01-22;8;36
2022-01-22;9;136
2022-01-22;10;5
2022-01-22;11;5
2022-01-22;12;
2022-01-22;13;
2022-01-22;14;86,3
2022-01-22;15;518
2022-01-22;16;3
2022-01-22;17;
2022-01-22;18;
2022-01-22;19;
2022-01-22;20;101,35
2022-01-22;21;15,35
2022-01-22;22;
2022-01-22;23;
2022-01-22;24;-85,03
2022-01-23;1;
2022-01-23;2;
2022-01-23;3;18
2022-01-23;4;66
2022-01-23;5;
2022-01-23;6;
2022-01-23;7;22
2022-01-23;8;
2022-01-23;9;60,95
2022-01-23;10;
2022-01-23;11;
2022-01-23;12;
2022-01-23;13;
2022-01-23;14;
2022-01-23;15;
2022-01-23;16;4,5
2022-01-23;17;60
2022-01-23;18;
2022-01-23;19;25
2022-01-23;20;52
2022-01-23;21;
2022-01-23;22;
2022-01-23;23;
2022-01-23;24;
2022-01-24;1;
2022-01-24;2;
2022-01-24;3;
2022-01-24;4;
2022-01-24;5;
2022-01-24;6;
2022-01-24;7;
2022-01-24;8;
2022-01-24;9;
2022-01-24;10;
2022-01-24;11;
2022-01-24;12;
2022-01-24;13;
2022-01-24;14;
2022-01-24;15;
2022-01-24;16;
2022-01-24;17;
2022-01-24;18;
2022-01-24;19;
2022-01-24;20;
2022-01-24;21;
2022-01-24;22;
2022-01-24;23;
2022-01-24;24;
2022-01-25;1;
2022-01-25;2;
2022-01-25;3;
2022-01-25;4;
2022-01-25;5;
2022-01-25;6;
2022-01-25;7;
2022-01-25;8;
2022-01-25;9;53,2
2022-01-25;10;
2022-01-25;11;
2022-01-25;12;
2022-01-25;13;18,3
2022-01-25;14;
2022-01-25;15;
2022-01-25;16;18
2022-01-25;17;98,5
2022-01-25;18;
2022-01-25;19;6,6
2022-01-25;20;
2022-01-25;21;8,7
2022-01-25;22;76
2022-01-25;23;
2022-01-25;24;103,22
2022-01-26;1;
2022-01-26;2;
2022-01-26;3;
2022-01-26;4;24
2022-01-26;5;
2022-01-26;6;
2022-01-26;7;46
2022-01-26;8;
2022-01-26;9;77,15
2022-01-26;10;32,4
2022-01-26;11;10
2022-01-26;12;
2022-01-26;13;
2022-01-26;14;
2022-01-26;15;
2022-01-26;16;70
2022-01-26;17;55
2022-01-26;18;
2022-01-26;19;
2022-01-26;20;42
2022-01-26;21;
2022-01-26;22;
2022-01-26;23;
2022-01-26;24;
2022-01-27;1;
2022-01-27;2;43,5
2022-01-27;3;80
2022-01-27;4;85
2022-01-27;5;96
2022-01-27;6;
2022-01-27;7;
2022-01-27;8;
2022-01-27;9;164,5
2022-01-27;10;13,8
2022-01-27;11;21,55
2022-01-27;12;
2022-01-27;13;
2022-01-27;14;
2022-01-27;15;
2022-01-27;16;31,2
2022-01-27;17;100,5
2022-01-27;18;
2022-01-27;19;28,6
2022-01-27;20;52,8
2022-01-27;21;29,7
2022-01-27;22;
2022-01-27;23;
2022-01-27;24;
2022-01-28;1;
2022-01-28;2;
2022-01-28;3;27,5
2022-01-28;4;164
2022-01-28;5;
2022-01-28;6;
2022-01-28;7;
2022-01-28;8;
2022-01-28;9;35,6
2022-01-28;10;10,75
2022-01-28;11;
2022-01-28;12;
2022-01-28;13;
2022-01-28;14;
2022-01-28;15;78
2022-01-28;16;12
2022-01-28;17;56,7
2022-01-28;18;
2022-01-28;19;3,5
2022-01-28;20;124,25
2022-01-28;21;45,6
2022-01-28;22;
2022-01-28;23;
2022-01-28;24;
2022-01-29;1;
2022-01-29;2;
2022-01-29;3;78
2022-01-29;4;
2022-01-29;5;187,5
2022-01-29;6;
2022-01-29;7;22
2022-01-29;8;
2022-01-29;9;21,45
2022-01-29;10;17,5
2022-01-29;11;
2022-01-29;12;
2022-01-29;13;
2022-01-29;14;
2022-01-29;15;
2022-01-29;16;23,8
2022-01-29;17;58
2022-01-29;18;9,5
2022-01-29;19;17,8
2022-01-29;20;54,8
2022-01-29;21;
2022-01-29;22;
2022-01-29;23;
2022-01-29;24;
2022-01-30;1;
2022-01-30;2;
2022-01-30;3;18
2022-01-30;4;102,5
2022-01-30;5;
2022-01-30;6;
2022-01-30;7;70
2022-01-30;8;
2022-01-30;9;118
2022-01-30;10;29,4
2022-01-30;11;7
2022-01-30;12;
2022-01-30;13;
2022-01-30;14;
2022-01-30;15;160
2022-01-30;16;
2022-01-30;17;35
2022-01-30;18;
2022-01-30;19;4,6
2022-01-30;20;42
2022-01-30;21;68,3
2022-01-30;22;152
2022-01-30;23;
2022-01-30;24;
2022-01-31;1;
2022-01-31;2;
2022-01-31;3;
2022-01-31;4;
2022-01-31;5;
2022-01-31;6;
2022-01-31;7;
2022-01-31;8;
2022-01-31;9;
2022-01-31;10;
2022-01-31;11;
2022-01-31;12;
2022-01-31;13;
2022-01-31;14;
2022-01-31;15;
2022-01-31;16;
2022-01-31;17;
2022-01-31;18;
2022-01-31;19;
2022-01-31;20;
2022-01-31;21;
2022-01-31;22;
2022-01-31;23;
2022-01-31;24;
2022-02-01;1;
2022-02-01;2;
2022-02-01;3;
2022-02-01;4;
2022-02-01;5;
2022-02-01;6;
2022-02-01;7;
2022-02-01;8;
2022-02-01;9;
2022-02-01;10;
2022-02-01;11;
2022-02-01;12;
2022-02-01;13;
2022-02-01;14;
2022-02-01;15;156
2022-02-01;16;
2022-02-01;17;34
2022-02-01;18;
2022-02-01;19;
2022-02-01;20;
2022-02-01;21;
2022-02-01;22;
2022-02-01;23;
2022-02-01;24;
2022-02-02;1;
2022-02-02;2;17,5
2022-02-02;3;163,5
2022-02-02;4;
2022-02-02;5;140,25
2022-02-02;6;
2022-02-02;7;22
2022-02-02;8;
2022-02-02;9;50,45
2022-02-02;10;12
2022-02-02;11;48
2022-02-02;12;
2022-02-02;13;17,98
2022-02-02;14;
2022-02-02;15;78
2022-02-02;16;70,25
2022-02-02;17;121,6
2022-02-02;18;
2022-02-02;19;13
2022-02-02;20;
2022-02-02;21;13
2022-02-02;22;
2022-02-02;23;
2022-02-02;24;
2022-02-03;1;
2022-02-03;2;
2022-02-03;3;
2022-02-03;4;41
2022-02-03;5;
2022-02-03;6;
2022-02-03;7;
2022-02-03;8;14,7
2022-02-03;9;26,25
2022-02-03;10;
2022-02-03;11;
2022-02-03;12;
2022-02-03;13;17,98
2022-02-03;14;
2022-02-03;15;
2022-02-03;16;128,8
2022-02-03;17;211
2022-02-03;18;
2022-02-03;19;3,4
2022-02-03;20;125,3
2022-02-03;21;18
2022-02-03;22;
2022-02-03;23;11
2022-02-03;24;
2022-02-04;1;
2022-02-04;2;96,2
2022-02-04;3;60
2022-02-04;4;30,2
2022-02-04;5;231
2022-02-04;6;
2022-02-04;7;
2022-02-04;8;
2022-02-04;9;15,3
2022-02-04;10;
2022-02-04;11;
2022-02-04;12;
2022-02-04;13;15,69
2022-02-04;14;
2022-02-04;15;
2022-02-04;16;42,7
2022-02-04;17;220
2022-02-04;18;
2022-02-04;19;2,5
2022-02-04;20;10,8
2022-02-04;21;19,65
2022-02-04;22;
2022-02-04;23;
2022-02-04;24;
2022-02-05;1;
2022-02-05;2;
2022-02-05;3;35
2022-02-05;4;
2022-02-05;5;34,25
2022-02-05;6;
2022-02-05;7;
2022-02-05;8;15
2022-02-05;9;57,4
2022-02-05;10;40,6
2022-02-05;11;
2022-02-05;12;
2022-02-05;13;13,56
2022-02-05;14;
2022-02-05;15;156
2022-02-05;16;8,8
2022-02-05;17;46
2022-02-05;18;
2022-02-05;19;1,9
2022-02-05;20;234,15
2022-02-05;21;15
2022-02-05;22;
2022-02-05;23;
2022-02-05;24;
2022-02-06;1;
2022-02-06;2;
2022-02-06;3;70
2022-02-06;4;31
2022-02-06;5;42,5
2022-02-06;6;
2022-02-06;7;
2022-02-06;8;
2022-02-06;9;38,55
2022-02-06;10;32
2022-02-06;11;33
2022-02-06;12;
2022-02-06;13;
2022-02-06;14;
2022-02-06;15;
2022-02-06;16;
2022-02-06;17;
2022-02-06;18;
2022-02-06;19;28,6
2022-02-06;20;29,8
2022-02-06;21;
2022-02-06;22;76
2022-02-06;23;
2022-02-06;24;
2022-02-07;1;
2022-02-07;2;
2022-02-07;3;
2022-02-07;4;
2022-02-07;5;
2022-02-07;6;
2022-02-07;7;
2022-02-07;8;
2022-02-07;9;
2022-02-07;10;
2022-02-07;11;
2022-02-07;12;
2022-02-07;13;
2022-02-07;14;
2022-02-07;15;
2022-02-07;16;
2022-02-07;17;
2022-02-07;18;
2022-02-07;19;
2022-02-07;20;
2022-02-07;21;
2022-02-07;22;
2022-02-07;23;
2022-02-07;24;
2022-02-08;1;
2022-02-08;2;
2022-02-08;3;45
2022-02-08;4;
2022-02-08;5;
2022-02-08;6;
2022-02-08;7;
2022-02-08;8;
2022-02-08;9;237,45
2022-02-08;10;57,75
2022-02-08;11;
2022-02-08;12;
2022-02-08;13;13,42
2022-02-08;14;
2022-02-08;15;
2022-02-08;16;56,1
2022-02-08;17;169,5
2022-02-08;18;
2022-02-08;19;1,95
2022-02-08;20;25
2022-02-08;21;4
2022-02-08;22;
2022-02-08;23;5
2022-02-08;24;123,76
2022-02-09;1;
2022-02-09;2;
2022-02-09;3;4
2022-02-09;4;
2022-02-09;5;11,6
2022-02-09;6;
2022-02-09;7;48
2022-02-09;8;
2022-02-09;9;6
2022-02-09;10;1,5
2022-02-09;11;
2022-02-09;12;
2022-02-09;13;
2022-02-09;14;
2022-02-09;15;
2022-02-09;16;
2022-02-09;17;64
2022-02-09;18;
2022-02-09;19;33
2022-02-09;20;23
2022-02-09;21;7,95
2022-02-09;22;
2022-02-09;23;
2022-02-09;24;
2022-02-10;1;
2022-02-10;2;
2022-02-10;3;62,3
2022-02-10;4;
2022-02-10;5;71
2022-02-10;6;
2022-02-10;7;
2022-02-10;8;2,7
2022-02-10;9;106,38
2022-02-10;10;76,3
2022-02-10;11;
2022-02-10;12;
2022-02-10;13;13,61
2022-02-10;14;
2022-02-10;15;
2022-02-10;16;199,8
2022-02-10;17;203
2022-02-10;18;
2022-02-10;19;26,8
2022-02-10;20;10,8
2022-02-10;21;
2022-02-10;22;
2022-02-10;23;50
2022-02-10;24;150
2022-02-11;1;
2022-02-11;2;
2022-02-11;3;24
2022-02-11;4;
2022-02-11;5;
2022-02-11;6;
2022-02-11;7;
2022-02-11;8;
2022-02-11;9;
2022-02-11;10;
2022-02-11;11;
2022-02-11;12;
2022-02-11;13;
2022-02-11;14;
2022-02-11;15;
2022-02-11;16;30
2022-02-11;17;
2022-02-11;18;
2022-02-11;19;
2022-02-11;20;72,5
2022-02-11;21;72,1
2022-02-11;22;
2022-02-11;23;
2022-02-11;24;9
2022-02-12;1;
2022-02-12;2;141
2022-02-12;3;24
2022-02-12;4;43
2022-02-12;5;55,6
2022-02-12;6;
2022-02-12;7;
2022-02-12;8;
2022-02-12;9;116,6
2022-02-12;10;22,5
2022-02-12;11;39
2022-02-12;12;
2022-02-12;13;21,47
2022-02-12;14;
2022-02-12;15;
2022-02-12;16;9,5
2022-02-12;17;114,7
2022-02-12;18;
2022-02-12;19;3,5
2022-02-12;20;46,6
2022-02-12;21;43,9
2022-02-12;22;
2022-02-12;23;97
2022-02-12;24;17
2022-02-13;1;
2022-02-13;2;
2022-02-13;3;
2022-02-13;4;105
2022-02-13;5;21,75
2022-02-13;6;
2022-02-13;7;
2022-02-13;8;
2022-02-13;9;39
2022-02-13;10;4
2022-02-13;11;20
2022-02-13;12;
2022-02-13;13;
2022-02-13;14;
2022-02-13;15;
2022-02-13;16;33,4
2022-02-13;17;52
2022-02-13;18;
2022-02-13;19;3
2022-02-13;20;
2022-02-13;21;17,35
2022-02-13;22;
2022-02-13;23;
2022-02-13;24;
2022-02-14;1;
2022-02-14;2;48
2022-02-14;3;1314
2022-02-14;4;
2022-02-14;5;629
2022-02-14;6;
2022-02-14;7;
2022-02-14;8;
2022-02-14;9;27
2022-02-14;10;
2022-02-14;11;
2022-02-14;12;
2022-02-14;13;16,65
2022-02-14;14;
2022-02-14;15;
2022-02-14;16;184,2
2022-02-14;17;40
2022-02-14;18;
2022-02-14;19;
2022-02-14;20;24,85
2022-02-14;21;
2022-02-14;22;
2022-02-14;23;
2022-02-14;24;
2022-02-15;1;
2022-02-15;2;48
2022-02-15;3;1314
2022-02-15;4;
2022-02-15;5;629
2022-02-15;6;
2022-02-15;7;
2022-02-15;8;
2022-02-15;9;27
2022-02-15;10;
2022-02-15;11;
2022-02-15;12;
2022-02-15;13;16,65
2022-02-15;14;
2022-02-15;15;
2022-02-15;16;184,2
2022-02-15;17;40
2022-02-15;18;
2022-02-15;19;
2022-02-15;20;24,85
2022-02-15;21;
2022-02-15;22;
2022-02-15;23;
2022-02-15;24;
2022-02-16;1;
2022-02-16;2;
2022-02-16;3;24
2022-02-16;4;
2022-02-16;5;63
2022-02-16;6;
2022-02-16;7;48
2022-02-16;8;
2022-02-16;9;53,9
2022-02-16;10;13
2022-02-16;11;
2022-02-16;12;
2022-02-16;13;
2022-02-16;14;
2022-02-16;15;
2022-02-16;16;20
2022-02-16;17;62
2022-02-16;18;
2022-02-16;19;
2022-02-16;20;18,35
2022-02-16;21;13
2022-02-16;22;
2022-02-16;23;
2022-02-16;24;
2022-02-17;1;
2022-02-17;2;
2022-02-17;3;
2022-02-17;4;
2022-02-17;5;
2022-02-17;6;
2022-02-17;7;
2022-02-17;8;
2022-02-17;9;
2022-02-17;10;
2022-02-17;11;
2022-02-17;12;
2022-02-17;13;
2022-02-17;14;
2022-02-17;15;
2022-02-17;16;120
2022-02-17;17;64
2022-02-17;18;
2022-02-17;19;
2022-02-17;20;21,3
2022-02-17;21;
2022-02-17;22;
2022-02-17;23;
2022-02-17;24;12,6
2022-02-18;1;
2022-02-18;2;63
2022-02-18;3;18
2022-02-18;4;
2022-02-18;5;49
2022-02-18;6;
2022-02-18;7;
2022-02-18;8;
2022-02-18;9;22,5
2022-02-18;10;
2022-02-18;11;9
2022-02-18;12;
2022-02-18;13;31,46
2022-02-18;14;
2022-02-18;15;194
2022-02-18;16;35
2022-02-18;17;10,5
2022-02-18;18;
2022-02-18;19;22,5
2022-02-18;20;
2022-02-18;21;
2022-02-18;22;
2022-02-18;23;18
2022-02-18;24;
2022-02-19;1;
2022-02-19;2;13,5
2022-02-19;3;163
2022-02-19;4;
2022-02-19;5;115,5
2022-02-19;6;
2022-02-19;7;
2022-02-19;8;
2022-02-19;9;91,5
2022-02-19;10;9
2022-02-19;11;17,5
2022-02-19;12;
2022-02-19;13;
2022-02-19;14;
2022-02-19;15;264
2022-02-19;16;
2022-02-19;17;74,2
2022-02-19;18;
2022-02-19;19;12,25
2022-02-19;20;60
2022-02-19;21;18,8
2022-02-19;22;
2022-02-19;23;
2022-02-19;24;
2022-02-20;1;
2022-02-20;2;
2022-02-20;3;37
2022-02-20;4;17,55
2022-02-20;5;15,2
2022-02-20;6;
2022-02-20;7;
2022-02-20;8;
2022-02-20;9;66,15
2022-02-20;10;19,7
2022-02-20;11;6
2022-02-20;12;
2022-02-20;13;
2022-02-20;14;
2022-02-20;15;9,5
2022-02-20;16;38,4
2022-02-20;17;32,6
2022-02-20;18;
2022-02-20;19;169
2022-02-20;20;40,6
2022-02-20;21;
2022-02-20;22;15,3
2022-02-20;23;
2022-02-20;24;-0,01
2022-02-21;1;
2022-02-21;2;
2022-02-21;3;
2022-02-21;4;
2022-02-21;5;
2022-02-21;6;
2022-02-21;7;
2022-02-21;8;
2022-02-21;9;
2022-02-21;10;
2022-02-21;11;
2022-02-21;12;
2022-02-21;13;
2022-02-21;14;
2022-02-21;15;
2022-02-21;16;
2022-02-21;17;
2022-02-21;18;
2022-02-21;19;
2022-02-21;20;
2022-02-21;21;
2022-02-21;22;
2022-02-21;23;
2022-02-21;24;
2022-02-22;1;
2022-02-22;2;
2022-02-22;3;
2022-02-22;4;
2022-02-22;5;
2022-02-22;6;
2022-02-22;7;
2022-02-22;8;
2022-02-22;9;14,3
2022-02-22;10;
2022-02-22;11;
2022-02-22;12;
2022-02-22;13;20,18
2022-02-22;14;
2022-02-22;15;
2022-02-22;16;
2022-02-22;17;49
2022-02-22;18;
2022-02-22;19;
2022-02-22;20;
2022-02-22;21;
2022-02-22;22;
2022-02-22;23;
2022-02-22;24;40,52
2022-02-23;1;
2022-02-23;2;
2022-02-23;3;10
2022-02-23;4;
2022-02-23;5;11,5
2022-02-23;6;
2022-02-23;7;15,3
2022-02-23;8;38
2022-02-23;9;7,15
2022-02-23;10;
2022-02-23;11;
2022-02-23;12;
2022-02-23;13;19,57
2022-02-23;14;
2022-02-23;15;
2022-02-23;16;13,3
2022-02-23;17;721
2022-02-23;18;
